,description,label
3414,"I got scammed $150k worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 96hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.",0
3415,"I got scammed $150k worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 96hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.",0
3416,"I got scammed $150k worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 96hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.",0
3417,"I got scammed $150k worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 96hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.",0
3418,"I got scammed $150k worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 96hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.",0
3421,"There is an overdue payment under your name. Please, settle your debts ASAP.",1
3422,"Hi!

Sadly, there are some bad news that you are about to hear.
About few months ago I have gained a full access to all devices used by you for internet browsing.
Shortly after, I started recording all internet activities done by you.",1
3423,"In case if you still have doubts, all I need is to click my mouse and all those nasty videos with you will be shared to friends, colleagues, and relatives of yours. Moreover, nothing stops me from uploading all that hot content online, so all public can watch it too.
You need to carry out a $1490 USD transfer to my wallet (equivalent amount in bitcoins depending on exchange rate at the moment of funds transfer), 
hence upon receiving the transaction, I will proceed with deleting all the filthy videos with you in main role.
Afterwards, we can forget about this unpleasant accident. Furthermore, I guarantee that all the malicious software will also be erased from your devices and accounts. 
Mark my words, I never lie.
Here is my bitcoin wallet for your reference: 1K8g3n8Z9t265pMYuhpKc8jfmPS6cY7Qcr
From now on, you have only 48 hours and countdown has started once you opened this very email (in other words, 2 days).",1
3424,"""Subject: There is an overdue payment under your name. Please, settle your debts ASAP.""
and usual bs about hacking and trojans and spying through webcam and mic. Probably infested outlook express mailer, so origin uknown yet.",1
3425,typical hoax mail. they have made threats my personal information to the public.,1
3426,"Subject:   	All of your data has been copied. Your system is compromised.
From:   	manutencao@golfville.com.br
Date:   	Wed, June 8, 2022 
To:   	

I have  awful  info  for  you personally. 
A few  months ago  Managed to  get connection to  your personal  systems. 
After that, I  began  monitoring your  activity. 
I built a  Malware on  the operating  systems in all  devices that  you use  to
access the web. 
This  particular application offers  me access  to all of  your devices. 
I've loaded  all your info,  images, and  browsing history  to my hosts. 
I just  got connection  to all  your info,  interaction  messengers, social media,
connections, email  and so  forth. 
My  trojan  updates fingerprints  and remains  hidden to  anti virus  software. 
While getting  info on  you, I discovered  that  you are  a good  fan of  grownup
sites and are  also watching  exciting clips whilst  going through so much 
pleasure. 
I was  able to capture  some of your  dirty moments  as you  masturbate  & reach 
orgasmic pleasure. 
If you  have  any skepticism,  I can generate  a couple  of mouse  clicks and videos
will  be  revealed to  everybody you  know. 
Plus  I am  able to  publish all of  your messages,  personal pics,  and  your
private  info on  the Internet. I  could wreck  your reputation  permanently. 
I  do think  you  actually don't want  this to occur, given  the nature  of the 
video you  love to  watch,  you know  what  I am  talking about,  it  will likely 
be an  absolute disaster  in  your  case. 
Let's  resolve that  in  this way:  you send  me 1100  USD (in  bitcoin
corresponding to  the trade price  at the  time of exchange),  and I  will instantly
 remove everything. After  that,  we are  going to  forget about  each other. 
Furthermore  , i guarantee  to disconnect  & erase  all malware  from  your devices. 
Do not  forget that I  always  hold my  own word. This  is my  btc wallet: 
bc1qc2sjksn4tt3sa9f6k0959ds4ay2tw2tlz5aust",1
3427,"I have lost $725k through investing cause I was new and didn't meet the right one to invest with I was at the verge of quitting till I was introduce to a man called Ella Vays and in just 1 day She recover my 3 btc for me. +1 (908) 793‑8731  She’s the best, You all should contact her if you have lost any money to scammers. phone no: ‪ +1 (908) 793‑8731 ‬",0
3428,"I have lost $725k through investing cause I was new and didn't meet the right one to invest with I was at the verge of quitting till I was introduce to a man called Ella Vays and in just 1 day She recover my 3 btc for me. +1 (908) 793‑8731  She’s the best, You all should contact her if you have lost any money to scammers. phone no: ‪ +1 (908) 793‑8731 ‬",0
3429,"I have lost $725k through investing cause I was new and didn't meet the right one to invest with I was at the verge of quitting till I was introduce to a man called Ella Vays and in just 1 day She recover my 3 btc for me. +1 (908) 793‑8731  She’s the best, You all should contact her if you have lost any money to scammers. phone no: ‪ +1 (908) 793‑8731 ‬",0
3430,"I have lost $725k through investing cause I was new and didn't meet the right one to invest with I was at the verge of quitting till I was introduce to a man called Ella Vays and in just 1 day She recover my 3 btc for me. +1 (908) 793‑8731  She’s the best, You all should contact her if you have lost any money to scammers. phone no: ‪ +1 (908) 793‑8731 ‬",0
3431,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudnetwork.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudnetwork.com to recover all your stolen bitcoins free of charge",0
3432,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudnetwork.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudnetwork.com to recover all your stolen bitcoins free of charge",0
3433,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudnetwork.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudnetwork.com to recover all your stolen bitcoins free of charge",0
3434,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudnetwork.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudnetwork.com to recover all your stolen bitcoins free of charge",0
3435,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudnetwork.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudnetwork.com to recover all your stolen bitcoins free of charge",0
3436,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudnetwork.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudnetwork.com to recover all your stolen bitcoins free of charge",0
3437,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudnetwork.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudnetwork.com to recover all your stolen bitcoins free of charge",0
3438,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudnetwork.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudnetwork.com to recover all your stolen bitcoins free of charge",0
3439,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudnetwork.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudnetwork.com to recover all your stolen bitcoins free of charge",0
3440,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudnetwork.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudnetwork.com to recover all your stolen bitcoins free of charge",0
3441,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudnetwork.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudnetwork.com to recover all your stolen bitcoins free of charge",0
3442,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudnetwork.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudnetwork.com to recover all your stolen bitcoins free of charge",0
3443,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudnetwork.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudnetwork.com to recover all your stolen bitcoins free of charge",0
3444,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudnetwork.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudnetwork.com to recover all your stolen bitcoins free of charge",0
3445,"Subject: There is an overdue payment under your name. Please, settle your debts ASAP."" and usual bs about hacking and trojans and spying through webcam and mic. Probably infested outlook express mailer, so origin uknown yet.",1
3446,Scamming people looking for work tricking them into sending money as bitcoin,1
3447,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudnetwork.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudnetwork.com to recover all your stolen bitcoins free of charge",0
3448,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudnetwork.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudnetwork.com to recover all your stolen bitcoins free of charge",0
3449,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudnetwork.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudnetwork.com to recover all your stolen bitcoins free of charge",0
3450,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudnetwork.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudnetwork.com to recover all your stolen bitcoins free of charge",0
3451,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudnetwork.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudnetwork.com to recover all your stolen bitcoins free of charge",0
3452,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudnetwork.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudnetwork.com to recover all your stolen bitcoins free of charge",0
3453,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudnetwork.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudnetwork.com to recover all your stolen bitcoins free of charge",0
3454,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudnetwork.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudnetwork.com to recover all your stolen bitcoins free of charge",0
3455,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudnetwork.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudnetwork.com to recover all your stolen bitcoins free of charge",0
3456,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudnetwork.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudnetwork.com to recover all your stolen bitcoins free of charge",0
3457,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudnetwork.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudnetwork.com to recover all your stolen bitcoins free of charge",0
3458,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudnetwork.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudnetwork.com to recover all your stolen bitcoins free of charge",0
3459,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudnetwork.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudnetwork.com to recover all your stolen bitcoins free of charge",0
3460,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudnetwork.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudnetwork.com to recover all your stolen bitcoins free of charge",0
3461,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudnetwork.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudnetwork.com to recover all your stolen bitcoins free of charge",0
3462,"Hi!

Sadly, there are some bad news that you are about to hear.
About few months ago I have gained a full access to all devices used by you for internet browsing.
Shortly after, I started recording all internet activities done by you.",1
3463,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudnetwork.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudnetwork.com to recover all your stolen bitcoins free of charge",0
3464,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudnetwork.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudnetwork.com to recover all your stolen bitcoins free of charge",0
3465,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudnetwork.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudnetwork.com to recover all your stolen bitcoins free of charge",0
3466,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudnetwork.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudnetwork.com to recover all your stolen bitcoins free of charge",0
3467,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudnetwork.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudnetwork.com to recover all your stolen bitcoins free of charge",0
3468,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudnetwork.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudnetwork.com to recover all your stolen bitcoins free of charge",0
3469,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudnetwork.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudnetwork.com to recover all your stolen bitcoins free of charge",0
3470,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudnetwork.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudnetwork.com to recover all your stolen bitcoins free of charge",0
3471,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudnetwork.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudnetwork.com to recover all your stolen bitcoins free of charge",0
3472,Standard blackmail scam email,1
3473,They want to buy from me item and convincing me that they will pay me whole amount when I pay for some fees. I have saved whole conversaotion.,1
3474,German sextortion email from victims own email address.,1
3475,"bla bla like: Sadly, there are some bad news that you are about to hear.
About few months ago I have gained a full access to all devices used by you for internet browsing.
Shortly after, I started recording all internet activities done by you.",1
3477,"Sadly, there are some bad news that you are about to hear.
About few months ago I have gained a full access to all devices used by you for internet browsing.
Shortly after, I started recording all internet activities done by you.",1
3479,Pay $1590 USD in Bitcoin or pictures will be released.,1
3480,"Claims that he has videos that show the recipient masturbating, demands 1200 USD in BTC",1
3482,"I am  a programmer  who likes  to dig  into  other people's  dirty laundry  and I  hack into  cell phones,  laptops, computers,  tablets of  users like  you in  order to extract  from them  ""interesting"" photos,  videos, recordings  of  conversations or  correspondence.
I  collect a  selection of  photos and  videos,  audio recordings,  correspondence from  the devices  of users  like you  with the  help of  viruses and  copy them  to my  own server.   I've  got some  bad news  for you.  I can  leak all  of this  online for  general access,  send it  to your  friends, relatives, acquaintances,  send it  to social  networks and  messengers.
You  need to  make a  $1200 (US  dollars) transfer  to my  bitcoin wallet.  If you  do not  know how  such transfers  are  made, just  type in  Google query:  ""Buy Bitcoin"".
My  bitcoin wallet  (BTC Wallet):  bc1qg326fvuvrwkuq up8gdc0fkw0r6adpqw0vm0hw0 (without  space in  wallet)
Don't think  you can  ignore me.  After you  read this  message, I  automatically get  a notification  about  it.
From  then on,  you have  two days  to pay!
Yes.  You don't  need to  try to  apply for  help to  resolve this situation.  Bitcoin wallet  is untraceable,  and the  sender address  is automatically  created. But if  I happen  to know  that you  share this  email with someone  else (and  I will),  I'll do  a newsletter  right away!
I  hope you  make the  right choice!",0
3485,"This person took over my friend instram then tried to con me into sending money, then got abusive when i called them out. They pretend to my be friend using her account via messenger",0
3486,typical porn blackmail scam,1
3487,"classic fake blackmail email, just ignore and change email pasword just in case",1
3488,"Blackmail email

Sender Host:	103.181.16.60
Sender IP:	103.181.16.53
ISP: Rizwan Cable Network

Services: None detected

Assignment: Likely Static IP

Country: India

State/Region: Maharashtra

City: Yavatmal",1
3489,"Got an Email, where somone claimed to have hacked my Computers and filming me masturbating on weird porn. The text is so long and super retarded. Sounds like from an incel or something, that tries to take revenge on the world, because he was bullied in elementary school. It landed in the spam folder automatically, their was an image attached, wich I didn't clicked, my email provider locks every file or image in a mail, if it lands in the spam folder. The retarded Mail, doesn't even sound that badly translated. The Google Translate AI is getting better these days. Anyway after a lot of threat-scenarios and schizoposting in the mail they wanted to have 950 Euro on their Bitcoin-Wallet. These amateurs are still using Bitcoin instead of Monero for criminal activites. Don't they know how easy it is to track them???

The Wallet-Address is 1JtLEQyHEYPp63f7ReDhBdg2a2DuPpkGnX. And the Mail is websndr@nsmartrac.com with my own mail-adress in front of it.",0
3490,Sick scam to be claiming to raise for money for Ukraine children.,1
3492,Scam of blender.io. Never received any btc.,1
3493,"However, don't worry, there is still a way to resolve this:
You need to carry out a $1490 USD transfer to my wallet (equivalent amount in bitcoins depending on exchange rate at the moment of funds transfer), 
hence upon receiving the transaction, I will proceed with deleting all the filthy videos with you in main role.
Afterwards, we can forget about this unpleasant accident. Furthermore, I guarantee that all the malicious software will also be erased from your devices and accounts. 
Mark my words, I never lie.

That is a great bargain with a low price, I assure you, because I have spent a lot of effort while recording 
and tracking down all your activities and dirty deeds during a long period of time.
In case if you have no idea how to buy and transfer bitcoins - feel free to check the related info on the internet.

Here is my bitcoin wallet for your reference: 1K8g3n8Z9t265pMYuhpKc8jfmPS6cY7Qcr

From now on, you have only 48 hours and countdown has started once you opened this very email (in other words, 2 days).",1
3494,This is a cryptocurrency giveaway scam,1
3495,This is a cryptocurrency giveaway scam,1
3496,This is a cryptocurrency giveaway scam,1
3497,Typical cut-n-paste attempt at illegal blackmail.  If any hosting service is providing or hosting this wallet address monitor access and notify the authorities.  Be aware this kind of thing lowers the value of bitcoin and hurts your  bottom line so anything you can do to bring this pathetic idiot to justice will help your own profits.,1
3498,Typical cut-n-paste attempt at illegal blackmail.  If any hosting service is providing or hosting this wallet address monitor access and notify the authorities.  Be aware this kind of thing lowers the value of bitcoin and hurts your  bottom line so anything you can do to bring this pathetic idiot to justice will help your own profits.,1
3499,"He just send to my father a blackmail email telling him that all of his devices are infected with a trojan operated by him and that he recorded my father watching porn, so he was going to send it to everyone if he doesnt pay him an amount of USD in bitcoins at the bitcoin address above.",1
3500,"Sadly, there are some bad news that you are about to hear.
About few months ago I have gained a full access to all devices used by you
for internet browsing.
Shortly after, I started recording all internet activities done by you.",1
3501,"Sadly, there are some bad news that you are about to hear.
About few months ago I have gained a full access to all devices used by you for internet browsing.
Shortly after, I started recording all internet activities done by you.

Below is the sequence of events of how that happened: Earlier I purchased from hackers a unique access to diversified email accounts (at the moment, it is really easy to do using internet).
As you can see, I managed to log in to your email account without breaking a sweat: 

Within one week afterwards, I installed a Trojan virus in your Operating Systems available on all devices that you utilize for logging in your email.
To be frank, it was somewhat a very easy task (since you were kind enough to open some of links provided in your inbox emails).
I know, you may be thinking now that I'm a genius.

With help of that useful software, I am now able to gain access to all the controllers located in your devices (e.g., video camera, keyboard, microphone and others).
As result, managed to download all your photos, personal data, history of web browsing and other info to my servers without any problems.
Moreover, I now have access to all accounts in your messengers, social networks, emails, contacts list, chat history - you name it.
My Trojan virus continues refreshing its signatures in a non-stop manner (because it is operated by driver), hence it remains undetected by any antivirus software installed in your PC or device.

So, I guess now you finally understand the reason why I could never be caught until this very letter...",1
3502,yet another bullshit email claiming to have video of me visiting an adult website and threatening to send the video to my contacts unless Bitcoin is paid,1
3503,This account is asking for more and more fees through cashapp. They even sent a fake cash app pending form.,1
3506,"IT;(net-188-153-68-221.cust.vodafonedsl.it [188.153.68.221])
During the process of your personal info compilation, I could not help but notice that you are a huge admirer and regular guest of websites with adult content.
You endure a lot of pleasure while checking out porn websites, watching nasty porn movies and reaching breathtaking orgasms.
Let me be frank with you, it was really hard to resist from recording some of those naughty solo scenes with you in main role and compiling them in special videos 
that expose your masturbation sessions, which end with you cumming.

In case if you still have doubts, all I need is to click my mouse and all those nasty videos with you will be shared to friends, colleagues, and relatives of yours.
Moreover, nothing stops me from uploading all that hot content online, so all public can watch it too.
I sincerely hope, you would really not prefer that to happen, keeping in mind all the dirty things you like to watch, 
(you certainly know what I mean) it will completely ruin your reputation.

However, don't worry, there is still a way to resolve this:
You need to carry out a $1490 USD transfer to my wallet (equivalent amount in bitcoins depending on exchange rate at the moment of funds transfer), 
hence upon receiving the transaction, I will proceed with deleting all the filthy videos with you in main role.
Afterwards, we can forget about this unpleasant accident. Furthermore, I guarantee that all the malicious software will also be erased from your devices and accounts. 
Mark my words, I never lie.

That is a great bargain with a low price, I assure you, because I have spent a lot of effort while recording 
and tracking down all your activities and dirty deeds during a long period of time.
In case if you have no idea how to buy and transfer bitcoins - feel free to check the related info on the internet.

Here is my bitcoin wallet for your reference: 1K8g3n8Z9t265pMYuhpKc8jfmPS6cY7Qcr",1
3507,"You do not know me and you're probably thinking why you are getting this email? 
in fact, i actually placed a malware on the adult vids (adult porn) website and you know what, you visited this site to experience fun (you know what i mean).",1
3509,injected my pc with a script possibly to upload his own wallet when I go withdraw funds.,1
3511,"Crude attempt of blackmail via e-mail trying to let it look like it was send by my own mail address but the headers say:
From - Tue Jun 21 10:37:28 2022
X-Account-Key: account6
X-UIDL: 0000239754247229
Received: from 200-9-117-232.turbonetmais.com.br (200-9-117-232.turbonetmais.com.br [200.9.117.232])
	by webclient2.webclient2.de (Postfix) with ESMTP id 9DAB9ECA2A6
	for <xxxxxxxxx>; Mon, 20 Jun 2022 22:41:49 +0200 (CEST)",1
3512,"Received: from mail.pionnet.co.kr (211.108.23.28)
Subject: Attention! You have been hacked! Follow the instructions.
Hi!  I'm going  to make  you an  offer  you can't  refuse. If  reputation means  anything to  you. I am  a programmer  who likes  to dig  into other  people's dirty  laundry and I  hack into  cell phones,  laptops, computers,  tablets of  users like  you in  order to  extract from  them ""interesting""  photos, videos,  recordings  of conversations  or correspondence. 
I infected  your device  with  a virus  and have  been watching  you for  over 2  months now.  
During these  months, I  have accumulated  a lot  of interesting information  about you. Not  only do  I have  access to  your phone  book, correspondence,  audio, but  I also  have information  about the  sites  you visit.  Can you  guess what  I'm talking  about?
I collect  a selection  of photos  and videos,  audio recordings,  correspondence from  the devices  of  users like  you with  the help  of viruses  and copy  them to my own  server. 
 I've  got some  bad news  for you. I  can leak  all of  this online  for general  access, send  it to  your friends,  relatives, acquaintances,  send it  to social  networks and messengers.  
Trust me.  This is  something that  can destroy  your reputation  once and  for all!
The  effect will  be fantastic!  They will  see  what you  do in  all its  glory. It  only takes  one click  for me  to leak  the information. You  have the  power to stop  it.",1
3513,Asking for $1200 as I have been hacked ( I haven't) and the blackmailer says has video footage of me. Same verbage as the other report,1
3514,"Sender IP: 196.234.0.190

Server appears to be in or around Al-Hammah, Tunisia. Sender demands $1,490 in Bitcoin be sent to address 1K8g3n8Z9t265pMYuhpKc8jfmPS6cY7Qcr.",1
3516,"Announces BTC winning over Discord, then asks to deposit to veryfie in order to withdraw won ammount.",1
3517,"Hi!

Sadly, there are some bad news that you are about to hear.
About few months ago I have gained a full access to all devices used by you for internet browsing.
Shortly after, I started recording all internet activities done by you.",1
3518,"Server IP:  27.125.241.130

Another one for address 1K8g3n8Z9t265pMYuhpKc8jfmPS6cY7Qcr, this time from a server in or around Kuala Lipis, Malaysia.",1
3520,"From email: ""Hi As you may have noticed, I sent you an email from your email account. This means that I have full access to your email account. ... "" etc.",1
3521,"Claiming to have a full access to all devices and personal video of mine, try to scheme me to transfer bitcoin",1
3522,"A hacker introduce himself on my staging website, thinking he accessed my real production website. He deleted my 3 databases and asked to send him 0.2 BTC with IP and Email to get a link to download the deleted database.",1
3523,"Client received a threatening email from a scammer claiming to have access to her account, requesting money sent to this address.",1
3524,"Hi!

Sadly, there are some bad news that you are about to hear.
About few months ago I have gained a full access to all devices used by you for internet browsing.
Shortly after, I started recording all internet activities done by you.

Below is the sequence of events of how that happened: 
Earlier I purchased from hackers a unique access…",1
3526,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudnetwork.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudnetwork.com to recover all your stolen bitcoins free of charge",0
3527,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudnetwork.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudnetwork.com to recover all your stolen bitcoins free of charge",0
3529,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudnetwork.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudnetwork.com to recover all your stolen bitcoins free of charge",0
